dim_d,lambda_2,mean_bias,semantic_sim,combined
64,0.0,0.7344038376913351,1.0000000140246224,0.26559617633328725
64,0.5,0.6104497953372843,0.956786671982092,0.3463368766448077
64,0.8,0.6088710563147769,0.8843649099854862,0.27549385367070933
64,1.0,0.6402991558699047,0.819635230828734,0.1793360749588293
64,1.2,0.6942578931065166,0.7468511593692443,0.052593266262727645
64,1.5,0.8073174480129691,0.633183354183155,-0.17413409382981415
64,2.0,1.048607373062302,0.45871674052357453,-0.5898906325387274
128,0.0,0.8265893472468152,0.9999999964938444,0.1734106492470292
128,0.5,0.6042365716660724,0.9624243185800665,0.35818774691399413
128,0.8,0.5918608009815216,0.8985013909199658,0.30664058993844423
128,1.0,0.6435315179474214,0.8403671988669563,0.19683568091953496
128,1.2,0.733786338392426,0.7739836065208211,0.04019726812839508
128,1.5,0.9153301128569771,0.6683701710665927,-0.24695994179038439
128,2.0,1.2784531695001267,0.5021313242066432,-0.7763218452934835
256,0.0,0.9079810153035557,1.0000000210369335,0.09201900573337785
256,0.5,0.612897730048965,0.9624850837623372,0.34958735371337224
256,0.8,0.6514001681524164,0.9005812774686253,0.24918110931620885
256,1.0,0.7692306834985229,0.8453738461522495,0.07614316265372667
256,1.2,0.9337376399951822,0.7830452226540622,-0.15069241734112004
256,1.5,1.225955902653582,0.6846137853229747,-0.5413421173306073
256,2.0,1.7638722938649796,0.529845989199684,-1.2340263046652957
384,0.0,0.992813354029375,1.0000000184073168,0.007186664377941798
384,0.5,0.6771447233417455,0.9579782792750526,0.28083355593330717
384,0.8,0.7955309082480038,0.8898042335229761,0.09427332527497234
384,1.0,0.9764732437975266,0.8302536045803743,-0.1462196392171523
384,1.2,1.203266565414036,0.7643397064769969,-0.4389268589370391
384,1.5,1.5865589424091227,0.6627289902637986,-0.923829952145324
384,2.0,2.273004528354196,0.5078643806388273,-1.765140147715369
512,0.0,2.252642531605328,1.0000000157777,-1.252642515827628
512,0.5,1.3026988348540138,0.9776578282608706,-0.3250410065931433
512,0.8,0.7598168503712205,0.9367792711538427,0.17696242078262225
512,1.0,0.4564221006105928,0.8962108361370423,0.43978873552644954
512,1.2,0.3823970674591906,0.8454920772243949,0.4630950097652043
512,1.5,0.7859046292655608,0.7541965763358509,-0.03170805292970991
512,2.0,1.7063228558091557,0.5828829324420761,-1.1234399233670795
768,0.0,2.295103495611864,1.0000000043826944,-1.2951034912291697
768,0.5,1.1475517302751541,0.9736977771801107,-0.17385395309504337
768,0.8,0.4590206573552945,0.9263273337308098,0.46730667637551526
768,1.0,2.011295404212005e-07,0.8803006305414087,0.8803004294118683
768,1.2,0.45902080833911896,0.8240824639797211,0.3650616556406021
768,1.5,1.1475517513120876,0.726238509749665,-0.42131324156242267
768,2.0,2.2951034921057083,0.5519587090786766,-1.7431447830270317
