dim_d,L2_raw,L2_debiased
8,7.991806159634978,5.636464888179534
16,10.481299967204523,7.7354237270396915
32,10.673783896699183,7.407648350816098
64,10.647389527982918,7.418193412123948
128,11.479111896575116,7.065752416222811
300,13.199199284309946,5.405856017092057
