dim_d,lambda_2,mean_bias,semantic_sim
8,0.8,2.3015436125120785,0.8905180762388812
16,0.8,2.8038695756187813,0.9330247350263561
32,0.8,2.888262867250893,0.9583432101351346
64,1.0,2.7271568822381003,0.9574201037251862
128,1.0,2.5839491010308726,0.9687468971033685
300,1.0,3.0328396976870818e-15,0.9764109846464931
