dim_d,lambda_2,mean_bias,semantic_sim
64,0.5,0.5672309385503039,0.9557131318485036
128,0.5,0.5275469623944339,0.9548884647734025
256,0.5,0.6452432594755116,0.9570182456689722
384,0.5,0.7108190344537005,0.951368832412888
512,1.2,0.3634596997324158,0.8280971304458731
768,1.0,2.5199341865465936e-07,0.8650793985408896
